,num_data_size,deter_quicksort_time_costed,random_quicksort_time_costed
0,10000,0.006524562835693359,0.0006957054138183594
1,15000,0.008810758590698242,0.0011723041534423828
2,20000,0.01192474365234375,0.0017201900482177734
3,25000,0.015021562576293945,0.0019414424896240234
4,30000,0.016611814498901367,0.002349376678466797
5,35000,0.02040863037109375,0.0029993057250976562
6,40000,0.02207803726196289,0.0031232833862304688
7,45000,0.025157451629638672,0.0035521984100341797
8,50000,0.029357433319091797,0.004010438919067383
9,55000,0.03134584426879883,0.0044498443603515625
10,60000,0.03376889228820801,0.004611968994140625
11,65000,0.0353240966796875,0.0052754878997802734
12,70000,0.038321733474731445,0.005305767059326172
13,75000,0.041216135025024414,0.005867481231689453
14,80000,0.04606008529663086,0.005904674530029297
15,85000,0.04762673377990723,0.007066249847412109
16,90000,0.05312705039978027,0.006946563720703125
17,95000,0.05499887466430664,0.006684780120849609
18,100000,0.058289527893066406,0.008025407791137695
19,105000,0.058621883392333984,0.007550239562988281
20,110000,0.06130409240722656,0.00920557975769043
21,115000,0.06303286552429199,0.009508371353149414
22,120000,0.06928825378417969,0.009889841079711914
23,125000,0.049704551696777344,0.006820201873779297
24,130000,0.04899477958679199,0.0070798397064208984
25,135000,0.05260133743286133,0.0065615177154541016
26,140000,0.057251930236816406,0.00812387466430664
27,145000,0.058012962341308594,0.008182048797607422
28,150000,0.059021949768066406,0.008638143539428711
29,155000,0.06165480613708496,0.00830388069152832
30,160000,0.06389713287353516,0.008426666259765625
31,165000,0.06622743606567383,0.008701086044311523
32,170000,0.07106471061706543,0.009478092193603516
33,175000,0.06861734390258789,0.009784698486328125
34,180000,0.08088541030883789,0.00980067253112793
35,185000,0.07367229461669922,0.008783102035522461
36,190000,0.07922792434692383,0.010309219360351562
37,195000,0.07804083824157715,0.009925127029418945
38,200000,0.07836198806762695,0.009718179702758789
39,205000,0.08012580871582031,0.011157035827636719
40,210000,0.09004545211791992,0.012445688247680664
41,215000,0.08655118942260742,0.01167440414428711
