,num_data_size,deter_quicksort_time_costed,random_quicksort_time_costed
0,10000,0.006385326385498047,0.0007777214050292969
1,15000,0.009771347045898438,0.0011684894561767578
2,20000,0.011883020401000977,0.0015654563903808594
3,25000,0.013703346252441406,0.0018868446350097656
4,30000,0.01784038543701172,0.0024566650390625
5,35000,0.020032644271850586,0.0024454593658447266
6,40000,0.024378538131713867,0.002704620361328125
7,45000,0.025352954864501953,0.003533601760864258
8,50000,0.026703596115112305,0.0037789344787597656
9,55000,0.03439211845397949,0.0044078826904296875
10,60000,0.03301715850830078,0.004550457000732422
11,65000,0.03770899772644043,0.004967451095581055
12,70000,0.041448354721069336,0.004739284515380859
13,75000,0.04192399978637695,0.005709648132324219
14,80000,0.04338479042053223,0.006089925765991211
15,85000,0.0455784797668457,0.006598711013793945
16,90000,0.05229973793029785,0.006935596466064453
17,95000,0.0516054630279541,0.007437944412231445
18,100000,0.04909372329711914,0.0053408145904541016
19,105000,0.04190945625305176,0.005386829376220703
20,110000,0.043637990951538086,0.006026506423950195
21,115000,0.04719877243041992,0.0061986446380615234
22,120000,0.0457301139831543,0.006772756576538086
23,125000,0.04999208450317383,0.00694727897644043
24,130000,0.051894187927246094,0.007151126861572266
25,135000,0.05315852165222168,0.007005214691162109
26,140000,0.053020477294921875,0.007826805114746094
27,145000,0.05740547180175781,0.007503509521484375
28,150000,0.06264543533325195,0.0076749324798583984
29,155000,0.06136918067932129,0.007768154144287109
30,160000,0.061678171157836914,0.008827924728393555
31,165000,0.06572937965393066,0.007907629013061523
32,170000,0.07353568077087402,0.008025407791137695
33,175000,0.06848573684692383,0.0096588134765625
34,180000,0.0692906379699707,0.009830474853515625
35,185000,0.07711291313171387,0.008982181549072266
36,190000,0.07709240913391113,0.009865045547485352
37,195000,0.07945537567138672,0.009418725967407227
38,200000,0.08088445663452148,0.010988473892211914
39,205000,0.08148193359375,0.011515617370605469
40,210000,0.08473634719848633,0.010955810546875
41,215000,0.09003067016601562,0.011252641677856445
42,220000,0.09314560890197754,0.010508537292480469
