,num_data_size,deter_quicksort_time_costed,random_quicksort_time_costed
0,10000,0.006267547607421875,0.000720977783203125
1,15000,0.00895547866821289,0.001210927963256836
2,20000,0.01195979118347168,0.0015413761138916016
3,25000,0.014167547225952148,0.001722097396850586
4,30000,0.016434669494628906,0.0022826194763183594
5,35000,0.019666671752929688,0.0027883052825927734
6,40000,0.02242136001586914,0.0032439231872558594
7,45000,0.023955821990966797,0.0030083656311035156
8,50000,0.027878999710083008,0.0038051605224609375
9,55000,0.02981281280517578,0.004118442535400391
10,60000,0.036042213439941406,0.004254579544067383
11,65000,0.03464460372924805,0.004870891571044922
12,70000,0.03862738609313965,0.005641937255859375
13,75000,0.04176807403564453,0.00586247444152832
14,80000,0.047235727310180664,0.005366802215576172
15,85000,0.046703338623046875,0.0065767765045166016
16,90000,0.05404305458068848,0.006432056427001953
17,95000,0.04127359390258789,0.005334377288818359
18,100000,0.03662991523742676,0.0053517818450927734
19,105000,0.04754495620727539,0.0056591033935546875
20,110000,0.044976234436035156,0.00615692138671875
21,115000,0.04363560676574707,0.006488800048828125
22,120000,0.04618024826049805,0.0066754817962646484
23,125000,0.04883861541748047,0.0068857669830322266
24,130000,0.048415422439575195,0.007247209548950195
25,135000,0.05300092697143555,0.007932186126708984
26,140000,0.05981755256652832,0.00659489631652832
27,145000,0.05878615379333496,0.007853984832763672
28,150000,0.06055855751037598,0.008202075958251953
29,155000,0.06061387062072754,0.008081197738647461
30,160000,0.0632026195526123,0.008781671524047852
31,165000,0.06678581237792969,0.008735418319702148
32,170000,0.0662081241607666,0.009559392929077148
33,175000,0.07041430473327637,0.009200811386108398
34,180000,0.07202720642089844,0.009437322616577148
35,185000,0.07241988182067871,0.009569168090820312
36,190000,0.07361650466918945,0.009697437286376953
37,195000,0.08120393753051758,0.009863853454589844
38,200000,0.0785064697265625,0.010572671890258789
39,205000,0.08567285537719727,0.011305093765258789
40,210000,0.08501291275024414,0.012110710144042969
41,215000,0.08415651321411133,0.012067079544067383
42,220000,0.0854952335357666,0.011458873748779297
43,225000,0.09168291091918945,0.012217998504638672
44,230000,0.09043502807617188,0.013202190399169922
45,235000,0.1009664535522461,0.013288259506225586
46,240000,0.09911918640136719,0.012712717056274414
47,245000,0.09792900085449219,0.013237953186035156
48,250000,0.09741044044494629,0.013278961181640625
49,255000,0.10866403579711914,0.014001131057739258
50,260000,0.10315871238708496,0.013757705688476562
51,265000,0.10888504981994629,0.013996124267578125
52,270000,0.10831427574157715,0.01409006118774414
53,275000,0.10993242263793945,0.013646841049194336
54,280000,0.11006808280944824,0.014998435974121094
55,285000,0.1127932071685791,0.016098737716674805
56,290000,0.11658596992492676,0.016040563583374023
57,295000,0.11661720275878906,0.01556086540222168
58,300000,0.12035655975341797,0.016905784606933594
59,305000,0.12155938148498535,0.017693758010864258
60,310000,0.13799071311950684,0.01730966567993164
61,315000,0.12787437438964844,0.017704010009765625
62,320000,0.12875699996948242,0.01696038246154785
63,325000,0.13234496116638184,0.01805424690246582
64,330000,0.13585400581359863,0.01780223846435547
65,335000,0.13473033905029297,0.01788783073425293
66,340000,0.14665460586547852,0.018491506576538086
67,345000,0.13287615776062012,0.018229007720947266
68,350000,0.14154815673828125,0.019488096237182617
69,355000,0.14824962615966797,0.019811153411865234
70,360000,0.1645970344543457,0.019388437271118164
71,365000,0.15125679969787598,0.018558740615844727
72,370000,0.1492166519165039,0.017557144165039062
73,375000,0.1619734764099121,0.02098822593688965
74,380000,0.1646890640258789,0.019224166870117188
75,385000,0.15750360488891602,0.01831793785095215
76,390000,0.16443133354187012,0.02143716812133789
77,395000,0.16238975524902344,0.02002120018005371
78,400000,0.1622638702392578,0.02066636085510254
79,405000,0.17599701881408691,0.021217823028564453
80,410000,0.17809200286865234,0.022011756896972656
81,415000,0.18021130561828613,0.022626399993896484
82,420000,0.1751234531402588,0.023682832717895508
83,425000,0.17180323600769043,0.02201104164123535
84,430000,0.17548036575317383,0.024097442626953125
85,435000,0.18507027626037598,0.021543502807617188
86,440000,0.18255043029785156,0.024165868759155273
87,445000,0.1778719425201416,0.025187253952026367
88,450000,0.19931364059448242,0.022521018981933594
89,455000,0.18219709396362305,0.024095535278320312
90,460000,0.18222451210021973,0.02483820915222168
91,465000,0.18602895736694336,0.02500152587890625
92,470000,0.20020341873168945,0.02180647850036621
93,475000,0.19777297973632812,0.025023937225341797
94,480000,0.20456242561340332,0.022472143173217773
95,485000,0.20180583000183105,0.02534031867980957
96,490000,0.20916366577148438,0.027498483657836914
